icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,price
440209,EJU91PD,Austria,1767007114.0,1767007114,4.4308,45.171,4084.32,False,165.34,53.09,-7.8,,4251.96,1000,False,0,153.77175003877778
acd47e,ASA53,United States,1767007113.0,1767007113,-124.1991,43.5522,10363.2,False,219.68,318.13,0.0,,10683.24,,False,0,276.32184830486375
4b058d,HBCCR,Switzerland,1767007114.0,1767007114,7.3823,46.5391,4206.24,False,85.34,166.05,0.65,,4328.16,5110,False,0,131.48234429348298
847c18,JJP156,Japan,1767007107.0,1767007107,135.2582,34.4368,-45.72,False,66.2,230.99,-3.25,,45.72,2132,False,0,97.83720988184183
440202,TAY4991,Austria,1767007114.0,1767007114,25.5003,37.2141,10363.2,False,192.69,292.11,0.0,,10408.92,4340,False,0,259.8989524914709
4057c3,GGOES,United Kingdom,1767007113.0,1767007113,-1.4148,53.8959,121.92,False,47.37,325.62,0.65,,281.94,0036,False,0,75.04782174686255
46b828,AEE2WD,Greece,1767007114.0,1767007114,13.3299,52.2758,1592.58,False,123.13,228.05,12.35,,1600.2,7631,False,0,110.63112563863191
46b826,AEE3BR,Greece,1767007113.0,1767007114,8.4712,47.529,10668.0,False,234.59,124.46,0.0,,10767.06,0112,False,0,244.6686555062827
440236,OEFDD,Austria,1767007113.0,1767007113,12.5194,42.8619,1775.46,False,87.33,46.43,-0.98,,1905.0,,False,0,103.78470095865957
ab6fbf,DAL266,United States,1767007113.0,1767007113,-1.3793,50.9572,11277.6,False,238.2,101.33,0.0,,11338.56,6321,False,0,299.61357588646945
4acb5a,SAS4719,Sweden,1767007114.0,1767007114,8.3937,46.8614,7482.84,False,182.9,174.67,-5.53,,7635.24,0754,False,0,222.08427488260406
851958,JAL499,Japan,1767007112.0,1767007113,135.5906,33.5828,7315.2,False,198.9,236.39,0.0,,7391.4,2367,False,0,198.4492244257602
0d0ac8,VIV2102,Mexico,1767006892.0,1767006892,-88.0589,20.76,9029.7,False,218.12,260.36,6.83,,9464.04,,False,0,257.16401851702364
47880f,NOZ76Z,Norway,1767007114.0,1767007114,8.4985,46.1176,6004.56,False,190.62,172.09,-13.33,,6172.2,0752,False,0,214.73834759457674
aa9f6f,AAL102,United States,1767007113.0,1767007113,-113.5136,34.3553,12192.0,False,287.02,86.71,0.0,,12428.22,2427,False,0,300.1150512759773
3ffc4a,DMOMO,Germany,1767007113.0,1767007113,8.9853,49.164,1447.8,False,40.6,67.66,-0.98,,1539.24,4452,False,0,88.76690211891055
a08acb,RPA4518,United States,1767007114.0,1767007114,-84.5036,33.673,1455.42,False,109.38,298.98,4.88,,1440.18,,False,0,120.25597436892001
a8453e,TAI433,United States,1767007114.0,1767007114,-91.2693,14.4276,10058.4,False,249.7,121.69,0.33,,10599.42,3627,False,0,257.9847940433875
758368,PAL501,Philippines,1767007112.0,1767007112,104.0134,1.1132,1859.28,False,116.97,189.88,0.33,,1935.48,,False,0,134.99554720696565
8014a5,VTSRH,India,1767007114.0,1767007114,10.9348,43.8674,3665.22,False,182.04,305.8,16.58,,3787.14,1000,False,0,190.10709052736468
7c7ccc,JST782,Australia,1767007113.0,1767007114,139.7921,-35.5958,8755.38,False,218.97,307.65,-23.41,,9212.58,4024,False,0,273.27182486350557
4aca9a,NOZ9310,Sweden,1767007114.0,1767007114,-2.3974,47.719,10972.8,False,244.51,18.78,0.0,,11049.0,1144,False,0,303.82104104069805
7c7cce,JST613,Australia,1767007114.0,1767007114,149.4365,-35.3618,8534.4,False,227.97,234.55,0.0,,8945.88,3610,False,0,225.8904126408582
800dba,IGO7317,India,1767007059.0,1767007079,85.6269,23.2492,3352.8,False,125.72,282.05,-0.33,,3444.24,1442,False,0,128.54589920169755
343194,VLG2CM,Spain,1767007114.0,1767007114,-9.631,39.9169,10965.18,False,208.27,15.03,0.0,,10995.66,6225,False,0,274.39230534417317
782003,CSN307,China,1767007114.0,1767007114,85.0095,56.1313,10972.8,False,229.01,299.62,0.0,,10500.36,,False,0,279.78431901824416
a63a0f,N500BF,United States,1767007114.0,1767007114,7.0618,44.995,7620.0,False,224.93,96.96,0.0,,7764.78,1000,False,0,250.41375372612094
45c081,OYPDA,Denmark,1767007114.0,1767007114,9.9302,58.9704,1028.7,False,64.26,240.77,-0.98,,1059.18,3302,False,0,169.7764298130944
39201c,FJILW,France,1767007114.0,1767007114,5.5245,44.4068,2667.0,False,69.26,185.54,1.3,,2773.68,7000,False,0,123.78461021386335
a00920,N101HF,United States,1767007114.0,1767007114,-111.6924,33.322,518.16,False,55.58,277.98,1.63,,563.88,1200,False,0,106.14011280361197
861e9a,JAL134,Japan,1767007114.0,1767007114,139.9229,35.0519,2964.18,False,135.42,10.29,-6.18,,2964.18,2155,False,0,166.43183526986405
ad072a,DAL3028,United States,1767007092.0,1767007093,-84.4055,33.6496,335.28,False,64.31,270.0,-3.58,,304.8,5101,False,0,98.23082502611597
4aca82,NSZ4623,Sweden,1767007113.0,1767007113,19.3252,58.9449,7688.58,False,234.49,147.63,8.13,,7109.46,,False,0,232.03421510719312
393323,AFR53SH,France,1767007114.0,1767007114,11.0272,42.5448,6400.8,False,168.01,121.99,0.0,,6492.24,1000,False,0,214.10678440986533
4aca81,NSZ3087,Sweden,1767007114.0,1767007114,10.6004,56.5461,4930.14,False,222.87,148.4,8.78,,4815.84,,False,0,194.13689570924856
4aca84,NSZ5NE,Sweden,1767007114.0,1767007114,13.0003,45.7355,11887.2,False,234.48,193.06,0.0,,11932.92,1330,False,0,281.8328278651999
48468a,PHCVT,Kingdom of the Netherlands,1767007114.0,1767007114,6.2298,52.463,426.72,False,50.78,50.34,-0.33,,533.4,7000,False,0,71.01672904341794
4aca83,NSZ2ES,Sweden,1767007114.0,1767007114,16.2238,59.3473,5859.78,False,199.12,71.47,-9.43,,5494.02,4742,True,0,206.13768278772645
ab5d52,DAL73,United States,1767007113.0,1767007113,-3.5969,55.6891,10363.2,False,218.32,292.88,0.0,,10431.78,2145,False,0,309.7709713334702
4aca89,NSZ5WU,Sweden,1767007113.0,1767007114,12.8315,58.3539,10972.8,False,215.79,237.56,0.0,,10538.46,6202,False,0,225.934296148165
8a0487,LNI908,Indonesia,1767007113.0,1767007113,112.6325,-6.1544,10668.0,False,234.71,82.19,-0.33,,11407.14,,False,0,295.1516038074903
51603f,MNE400,Montenegro,1767007112.0,1767007114,26.8918,41.6946,7254.24,False,226.71,104.32,-8.45,,7200.9,5643,False,0,203.10968257620698
ab14d9,DAL942,United States,1767007113.0,1767007114,-99.4253,45.2526,10058.4,False,236.67,106.54,0.33,,9883.14,,False,0,257.72776268421126
c81d82,ANZ90,New Zealand,1767007110.0,1767007114,142.1534,33.9085,10058.4,False,297.36,119.31,0.33,,10088.88,,False,0,321.34781193934737
84d283,JJP516,Japan,1767007109.0,1767007111,134.9494,33.4994,11277.6,False,307.37,85.97,0.0,,11414.76,2227,False,0,319.1182003819093
4aca90,NSZ2772,Sweden,1767007114.0,1767007114,3.6336,53.7355,10439.4,False,227.34,207.49,-4.88,,10500.36,2002,False,0,247.1187044414139
4aca95,NSZ5714,Sweden,1767007114.0,1767007114,0.1095,48.0796,10972.8,False,238.38,38.43,0.0,,11056.62,2350,False,0,265.4501258148007
4aca94,NSZ5071,Sweden,1767007113.0,1767007114,8.8371,53.0721,10363.2,False,223.97,222.3,0.0,,10355.58,0760,False,0,279.1327549786935
4aca96,NSZ3797,Sweden,1767007114.0,1767007114,13.5979,55.3554,4084.32,False,152.2,301.59,-8.78,,4008.12,5333,False,0,151.57386736565726
4aca98,NSZ6BG,Sweden,1767007114.0,1767007114,5.4898,55.6172,10363.2,False,226.25,211.99,0.0,,10309.86,2006,False,0,270.55277179163954
4aca8b,NSZ3406,Sweden,1767007113.0,1767007113,-4.3586,39.3828,11277.6,False,233.86,213.52,0.0,,11269.98,0762,False,0,280.5412367980763
4aca8c,NSZ2872,Sweden,1767007113.0,1767007114,11.8663,54.6184,10972.8,False,208.08,225.4,-0.33,,10797.54,3516,False,0,248.98339304788365
a857c2,PDT6098,United States,1767007113.0,1767007113,-79.7,37.0437,4975.86,False,167.45,194.59,0.0,,5013.96,,False,0,226.7434817865065
45c063,OYPCC,Denmark,1767007113.0,1767007113,10.6839,55.4587,381.0,False,64.31,156.92,-2.6,,419.1,,False,0,99.02438044636023
8014e5,IGO425C,India,1767007112.0,1767007113,77.3582,28.5642,1082.04,False,92.64,271.59,-2.6,,1074.42,6321,False,0,66.56134826684786
484679,PHPVG,Kingdom of the Netherlands,1767007041.0,1767007054,6.0498,52.2418,-121.92,False,5.17,264.29,-0.33,,,,False,0,
8014e8,IGO327,India,1767007113.0,1767007114,84.5098,22.7404,7315.2,False,192.81,52.92,-9.1,,7597.14,2726,False,0,209.14067070463224
e49eeb,GLO1943,Brazil,1767006914.0,1767006915,-46.3484,-23.222,2743.2,False,122.05,70.04,0.0,,2903.22,,False,0,157.10586669592448
484675,PHTGM,Kingdom of the Netherlands,1767007113.0,1767007113,6.8388,53.2071,487.68,False,39.31,312.88,-2.28,,609.6,0421,False,0,59.90058523134599
8014dd,AIC2382,India,1767007111.0,1767007112,91.8223,19.0475,10066.02,False,266.71,127.56,0.0,,10599.42,0560,False,0,287.054471170662
3c5eee,EWG27DF,Germany,1767007113.0,1767007113,6.2953,47.7475,10972.8,False,217.9,357.02,-0.33,,11056.62,1000,False,0,279.61594557960916
861e78,JAL149,Japan,1767007053.0,1767007057,140.8292,40.8169,975.36,False,65.24,232.05,-3.58,,944.88,,False,0,109.38390388340244
e49ef0,GLO9176,Brazil,1767007113.0,1767007113,-43.4645,-16.4872,11277.6,False,221.7,95.46,0.0,,11986.26,,False,0,256.7066718588845
4520e0,HLR555,Bulgaria,1767007109.0,1767007109,23.3566,42.7285,2011.68,False,81.44,333.76,12.35,,1981.2,,False,0,103.84197528318103
3d0b28,DECMA,Germany,1767007113.0,1767007113,11.3507,47.2466,975.36,False,45.51,264.16,-0.33,,1104.9,,False,0,74.30509377678088
86ced2,ANA878,Japan,1767007114.0,1767007114,129.5349,27.4643,11277.6,False,278.65,45.15,-0.33,,11780.52,,False,0,294.0636153485258
7c103e,DHS,Australia,1767007113.0,1767007113,144.5958,-37.8946,1866.9,False,51.54,297.33,0.0,,1935.48,0517,False,0,130.43388480562191
e49ef3,GLO2054,Brazil,1767007113.0,1767007113,-40.8614,-18.6771,11277.6,False,233.5,28.99,0.0,,12009.12,,False,0,294.94083421921914
3d72b4,DFPRO,Germany,1767007114.0,1767007114,8.6428,54.5256,1965.96,False,103.35,350.26,-5.2,,2011.68,5014,False,0,96.57412091329908
471f8f,WMT837,Hungary,1767007114.0,1767007114,12.7139,46.3443,11574.78,False,214.04,295.03,0.0,,11650.98,6014,False,0,291.8870389410955
4520cf,CEB582,Bulgaria,1767007114.0,1767007114,121.0334,14.5163,91.44,False,72.36,240.15,-4.23,,121.92,4011,False,0,129.84232394025267
3c65da,DLH21H,Germany,1767007113.0,1767007114,6.3554,46.7216,11277.6,False,232.65,230.11,0.0,,11361.42,1000,False,0,300.5885052110229
8014f5,VTFTO,India,1767007114.0,1767007114,77.4449,12.025,2316.48,False,55.01,294.89,0.0,,2331.72,,False,0,70.43480068091972
a2c14e,N277JJ,United States,1767007113.0,1767007113,-79.827,32.6177,3063.24,False,123.96,198.13,0.0,,3116.58,3421,False,0,133.46111854267497
8014f7,IGO76V,India,1767007099.0,1767007113,55.4045,24.1547,6400.8,False,243.81,112.45,0.0,,6621.78,1757,False,0,263.46102298373245
8014f8,AKJ585,India,1767007113.0,1767007113,55.0591,24.3517,5295.9,False,194.19,123.44,5.85,,5433.06,3406,False,0,187.27221068762438
8014f2,AKJ1834,India,1767007114.0,1767007114,77.6933,28.0074,7711.44,False,230.43,112.44,7.48,,7901.94,6351,False,0,253.11078856292457
49530d,TAP051,Portugal,1767007114.0,1767007114,-9.8717,38.4121,7170.42,False,194.02,245.07,3.9,,7269.48,3351,False,0,235.1974810685867
a39d9b,DAL1354,United States,1767007113.0,1767007114,-77.5315,38.9224,1051.56,False,94.65,219.49,8.78,,891.54,,False,0,87.70179056843835
471f9a,WZZ1ZC,Hungary,1767007112.0,1767007113,9.7997,45.6505,533.4,False,68.13,284.88,-3.25,,617.22,7362,False,0,89.046692878764
471f9e,WZZ93,Hungary,1767007113.0,1767007113,18.7006,46.0552,11277.6,False,252.22,127.87,0.0,,11269.98,2165,False,0,223.98445319861855
758306,PAL421,Philippines,1767007111.0,1767007111,121.6395,15.0077,5135.88,False,148.67,270.0,-6.5,,5524.5,,False,0,159.09224717331418
84cb66,SFJ90,Japan,1767007112.0,1767007114,134.5703,34.322,11323.32,False,295.1,76.59,5.2,,11353.8,7366,False,0,306.0366369721368
8014c4,AIC2740,India,1767007113.0,1767007113,73.5098,18.0691,5791.2,False,142.72,307.53,0.0,,6035.04,,False,0,156.754736360703
343141,IBS16LK,Spain,1767007114.0,1767007114,1.4381,39.3931,5280.66,False,215.46,84.66,-18.86,,5379.72,1000,False,0,244.1754260786327
516097,MNE211,Montenegro,1767007113.0,1767007113,14.6479,46.0216,2933.7,False,124.48,154.28,11.05,,3032.76,,False,0,113.96477244078737
86d5e5,APJ582,Japan,1767007112.0,1767007112,140.6153,36.3439,3756.66,False,172.62,191.34,-12.68,,3901.44,,False,0,166.52351026606033
861e92,ADO32,Japan,1767007107.0,1767007107,139.8099,35.533,60.96,False,74.91,329.91,-4.23,,91.44,,False,0,90.98421154572182
86d5e0,JAL707,Japan,1767006910.0,1767006910,132.1524,32.5871,10363.2,False,210.05,235.38,0.0,,10492.74,6062,False,0,288.7778657813223
471f87,WMT405,Hungary,1767007113.0,1767007114,27.0592,47.1248,8839.2,False,202.93,85.06,0.0,,8580.12,,False,0,208.54895697641123
a94b6b,UAL2746,United States,1767007114.0,1767007114,-81.2698,28.8414,3863.34,False,193.03,349.56,12.68,,4008.12,1077,False,0,209.85947504309917
495307,TAP262M,Portugal,1767007114.0,1767007114,-10.1443,38.9041,5067.3,False,197.47,123.52,-11.05,,5181.6,5207,False,0,200.75566122039174
ac1ad7,SWA869,United States,1767007113.0,1767007113,-76.2505,43.0811,8991.6,False,195.56,271.51,-4.55,,8953.5,3536,False,0,217.68482697904096
ac21af,AAL974,United States,1767007113.0,1767007114,-73.3351,39.8351,3345.18,False,142.26,292.76,-3.9,,3291.84,,False,0,163.29046948526542
8a0441,AWQ325,Indonesia,1767007114.0,1767007114,109.4367,-4.6337,10660.38,False,237.46,132.19,-0.33,,11391.9,,False,0,286.6301939114694
86cef4,ANA218,Japan,1767007113.0,1767007113,25.495,43.9093,9448.8,False,266.97,124.24,-0.33,,9311.64,6415,False,0,264.5970624568241
471f6a,WZZ893,Hungary,1767007083.0,1767007092,18.3971,54.3948,982.98,False,74.71,292.68,11.7,,952.5,,False,0,98.27604169980037
e49ed4,TAM8098,Brazil,1767007114.0,1767007114,-48.1974,-23.2703,9113.52,False,227.29,289.3,1.63,,9715.5,,False,0,253.09372806276477
471f6d,WMT9SS,Hungary,1767007114.0,1767007114,20.9115,46.1384,10972.8,False,197.03,298.37,0.0,,10904.22,1000,False,0,259.8275469050249
48597e,TRA93E,Kingdom of the Netherlands,1767007114.0,1767007114,5.3495,51.5425,1950.72,False,139.94,239.76,9.43,,2049.78,2123,False,0,153.71041349042093
471f6e,WMT2918,Hungary,1767007113.0,1767007114,25.9138,45.5538,5814.06,False,240.68,148.99,-12.03,,5974.08,1746,False,0,261.80113632290704
e49ed5,TAM3540,Brazil,1767007114.0,1767007114,-45.7989,-23.8828,11597.64,False,226.85,256.63,0.0,,12336.78,,False,0,262.036490023463
392049,FGICJ,France,1767007112.0,1767007112,13.6255,39.807,5181.6,False,84.3,109.98,0.0,,5265.42,,False,0,187.46486749312533
e48baa,TAM8084,Brazil,1767007076.0,1767007076,-14.7073,33.6748,10972.8,False,244.6,25.54,0.0,,11224.26,,False,0,245.50084400954995
abad6c,SWA982,United States,1767007113.0,1767007114,-87.4404,31.0473,10980.42,False,202.43,248.06,-0.33,,11407.14,1041,False,0,262.25069809928834
e492a5,AZU6074,Brazil,1767007112.0,1767007112,-49.7062,-23.8054,9753.6,False,216.67,248.55,0.0,,10386.06,,False,0,273.96194412969146
8014d0,AIC2442,India,1767006962.0,1767006962,72.9312,20.6356,10668.0,False,198.33,6.55,4.23,,11186.16,0311,False,0,266.6464373547007
84cb5b,JJP118,Japan,1767007113.0,1767007113,141.5922,40.7859,10820.4,False,221.23,186.81,2.93,,10523.22,,False,0,253.3932096035881
39469b,FPVLZ,France,1767007113.0,1767007113,9.3191,48.2767,1485.9,False,56.08,270.53,4.55,,1577.34,4452,False,0,89.65095499285448
8014cf,IGO8415,India,1767006992.0,1767007069,88.4433,22.4617,601.98,False,91.46,336.46,-0.65,,563.88,4715,False,0,91.50878130682332
344459,AEA83QZ,Spain,1767007112.0,1767007113,-2.8683,40.9322,5669.28,False,181.97,195.41,-17.23,,5753.1,1000,False,0,186.72870486111577
ac712d,SWA594,United States,1767007114.0,1767007114,-72.6855,41.0534,7452.36,False,205.08,214.89,5.2,,7490.46,3437,False,0,244.43664194042054
758308,PAL684,Philippines,1767007109.0,1767007109,118.91,14.3562,7848.6,False,237.88,265.53,6.18,,8382.0,6573,False,0,259.90030971930094
3c6745,DLH802,Germany,1767007114.0,1767007114,9.7436,52.0461,8801.1,False,233.98,26.23,6.5,,8846.82,2551,False,0,241.60000809478692
3c6744,DLH894,Germany,1767007114.0,1767007114,13.4232,52.076,10668.0,False,245.58,65.1,0.0,,10599.42,1000,False,0,296.77619750866506
7c6a8d,VOZ1864,Australia,1767007114.0,1767007114,115.988,-31.8615,373.38,False,65.26,194.15,-3.9,,426.72,4266,False,0,93.04319041753219
3c6747,DLH2JA,Germany,1767007113.0,1767007113,22.4254,43.2,6301.74,False,231.26,129.68,-15.61,,6370.32,7645,False,0,245.59044237677918
408086,TOM1BX,United Kingdom,1767007114.0,1767007114,-3.6109,49.6312,10668.0,False,213.5,206.32,0.0,,10759.44,5167,False,0,276.9369768384723
471f62,WMT583,Hungary,1767007113.0,1767007114,6.0645,42.8682,10363.2,False,221.36,51.98,-0.33,,10424.16,1445,False,0,248.34169978155856
471f63,WMT4GS,Hungary,1767007113.0,1767007113,5.2305,45.0314,9753.6,False,206.81,90.43,0.0,,9867.9,1000,False,0,240.8803791960606
a94ae5,UAL1605,United States,1767007113.0,1767007113,-91.611,37.6328,10058.4,False,312.06,87.45,0.0,,10050.78,7225,False,0,321.4836721024652
a99a52,FFT3340,United States,1767007113.0,1767007113,-75.378,40.0294,1950.72,False,165.09,98.96,0.0,,1813.56,3227,False,0,162.88800530866934
344449,IBE07HA,Spain,1767007113.0,1767007114,-3.5594,40.5339,800.1,False,79.23,359.63,11.05,,906.78,1000,False,0,98.26476812071705
471f4c,WMT1704,Hungary,1767007114.0,1767007114,13.8318,53.7685,11582.4,False,170.67,313.41,0.0,,11384.28,1000,False,0,251.52434766617563
3c6741,DLH6YN,Germany,1767007114.0,1767007114,7.5115,50.6523,7254.24,False,215.82,297.24,6.5,,7376.16,2551,False,0,257.2248979157685
a8f77c,UAL981,United States,1767007113.0,1767007113,-9.4184,54.8462,10363.2,False,228.09,294.95,0.33,,10416.54,5453,False,0,256.3789722232834
471f4a,WZZ53DY,Hungary,1767007113.0,1767007113,14.8671,49.2448,11269.98,False,226.45,69.38,-0.33,,11262.36,1475,False,0,286.7905476234008
3c6757,DLH4WT,Germany,1767007114.0,1767007114,13.0433,48.7109,7520.94,False,232.04,58.6,7.15,,7612.38,1000,False,0,238.09994695132212
471f72,WZZ2765,Hungary,1767007113.0,1767007114,17.7105,48.4354,8244.84,False,226.33,128.35,-8.45,,8260.08,3470,False,0,241.4121759354556
471f73,WZZ38SH,Hungary,1767001696.0,1767007113,19.7247,54.0475,10683.24,False,20.89,170.07,3.58,,,6001,False,0,
471f74,WZZ6107,Hungary,1767007065.0,1767007110,17.8096,57.1222,10660.38,False,247.17,54.06,0.0,,10668.0,1000,False,0,296.77332697976055
408071,EMC8,United Kingdom,1767007113.0,1767007114,-0.7353,52.1951,6096.0,False,141.75,311.62,0.0,,6263.64,1423,False,0,199.78159272001278
40805d,WUK7UQ,United Kingdom,1767007113.0,1767007114,25.4858,37.1037,10660.38,False,259.2,140.72,-0.33,,10713.72,7573,False,0,312.8467761430866
a16ff1,DAL650,United States,1767007114.0,1767007114,-94.6655,44.8437,11277.6,False,254.35,97.67,-0.33,,10972.8,,False,0,287.3230768326552
4400b7,EJU36ZM,Austria,1767007113.0,1767007113,19.4814,47.2868,1341.12,False,83.14,17.65,-6.5,,1379.22,1000,False,0,119.00125942589928
477ff5,HUF349,Hungary,1767007114.0,1767007114,20.6736,46.5048,4053.84,False,184.2,303.38,-14.63,,4069.08,4174,False,0,176.58546486813086
471f5c,WMT4XM,Hungary,1767007113.0,1767007114,16.6755,46.9298,11582.4,False,206.68,282.65,0.0,,11597.64,1000,False,0,275.7997270497688
471f5d,WZZ37UE,Hungary,1767007114.0,1767007114,21.4232,48.2885,10363.2,False,188.19,344.79,0.0,,10248.9,2646,False,0,243.98113891264632
3c6751,DLH4KV,Germany,1767007113.0,1767007113,20.4148,47.5994,10668.0,False,263.88,109.0,0.33,,10599.42,1000,False,0,289.8741192998544
4400b2,EJU51DK,Austria,1767007113.0,1767007113,5.8337,52.4902,4038.6,False,153.59,277.51,-9.1,,4137.66,1000,False,0,180.07474050873827
3c6750,DLH1713,Germany,1767007113.0,1767007113,18.7216,42.8234,10363.2,False,217.48,339.51,0.33,,10431.78,6005,False,0,246.6933863353306
4400e3,EJU3695,Austria,1767007114.0,1767007114,22.2188,40.8474,5760.72,False,224.49,136.21,-10.73,,5951.22,0414,False,0,263.6049455137092
4400e0,OEDID,Austria,1767007114.0,1767007114,16.5456,48.4721,762.0,False,76.36,194.04,-2.6,,792.48,,False,0,75.98445237000597
408064,WUK4262,United Kingdom,1767007114.0,1767007114,4.7948,52.1512,10965.18,False,204.28,268.85,0.0,,11041.38,6615,False,0,238.27002774424534
408066,LOG17Q,United Kingdom,1767007113.0,1767007114,-3.0193,54.6,5181.6,False,144.86,176.33,0.0,,5349.24,4244,False,0,199.08461747000138
408067,EXS3G,United Kingdom,1767007113.0,1767007113,-8.4642,40.1055,10668.0,False,237.16,189.99,0.0,,10690.86,2257,False,0,291.32185387925875
4400dc,EJU16PR,Austria,1767007114.0,1767007114,0.1283,39.9294,10668.0,False,238.41,227.01,0.0,,10629.9,4023,False,0,287.9863963410431
8014fe,AKJ1608,India,1767007114.0,1767007114,73.57,20.0645,9311.64,False,234.06,186.56,-9.43,,9776.46,,False,0,277.3615101852856
3c674d,DLH890,Germany,1767006930.0,1767007112,15.7816,54.992,10668.0,False,228.81,45.09,0.0,,10683.24,1000,False,0,270.9924645430617
40804d,WUK8ER,United Kingdom,1767007114.0,1767007114,-2.9948,44.5937,10957.56,False,234.61,9.34,0.0,,10949.94,4522,False,0,258.85931257028335
